Card Name,Category,Date Reviewed,Profiles,Ratings,Reviews,Source,Bank Name,Old/New
HDFC Moneyback Credit Card,Rewards,1/1/16,User,None,"Sidharth, itâ€™s nice of you answer to all de queries put forward by beginners in the credit card era. Me too am a beginner doctor by profession, I want to take a credit card confused between Hdfc doctors super is and money back card. I usually purchase through online and shopping using my debit card as of now, not a frequent traveller or dinning out. So could you help me on which card to go about?",CARD EXPERT,HDFC Bank,New
HDFC JET PRIVILEGE,Travel," Apr 05, 2017",User,3,"Hdfc bank need to improve on their response. Well, I get good credit limit with this card. I also get the rewards points and cash back points with this credit card. But I cannot redeem those points,  If I am asking the customer service, they are not giving the proper response on that case. They need be clear in their information and  I hold this card for about 7 years.",BANK BAAZAR,HDFC Bank,Old
SBI AIR INDIA SIGNATURE,Travel," Apr 09, 2018",User,4,I started using the SBI Air India credit card for the past 6 months. The customer support service is above average with the State bank of India and they need to improve with their service part. The credit limit value is good with this SBI Air India credit card and  I am satisfied with it.,BANK BAAZAR,SBI,Old
AXIS VISTARA,Travel," Apr 09, 2019",User,3.5,"I have taken a AXIS BANK VISTARA SIGNATURE CREDIT CARD. Annual charges for this card is Rs. 3000,i am not sure about the wavier. Customer service and responsiveness is good. Credit limit is sufficient. Documentation process is good executive collected the documents i received the card within a week.",BANK BAAZAR,Axis Bank,Old
HDFC Moneyback Credit Card,Rewards,1/2/16,Expert,None,"Kiran,
Moneyback card is the better than Doctorâ€™s superia. Yes, with Online purchases, youâ€™ll get pretty great reward points. hope it helps ðŸ™‚",CARD EXPERT,HDFC Bank,New
HDFC Moneyback Credit Card,Rewards,1/2/16,User,None,"I have hdfc money back credir card, credit card limit is 50k.
1st Q: how much amount I can spent with that card? can purchase a product with 49999 ?
2nd Q: i want to buy two product worth 30,000 and 40,000 respectively with EMI. emi plan is 6 month with 6500 and 7000 respectively. should i purchase with 50k card limit?
please suggest.",CARD EXPERT,HDFC Bank,New
HDFC Moneyback Credit Card,Rewards,1/2/16,Expert,None,"Thatâ€™s 70k in total. In that case, you can buy only one product, either 30k or 40k as you cant exceed your credit limit.",CARD EXPERT,HDFC Bank,New
HDFC Moneyback Credit Card,Rewards,1/4/16,User,None,"Hello Siddharth,
Im very beginner to the Credit Card. I like this HDFC Money Back card after reading the reviews. I have SBI salary account n net banking with SBI but i donâ€™t possess any HDFC account. So am I eligible to apply for this card?",CARD EXPERT,HDFC Bank,New
HDFC Moneyback Credit Card,Rewards,1/4/16,Expert,None,"Dip, Yes you can. Get in touch with your nearest HDFC branch.",CARD EXPERT,HDFC Bank,New
HDFC Moneyback Credit Card,Rewards,1/4/16,User,None,"Thanks so much Bhai Siddharth, will send u mail if i have any difficulty.",CARD EXPERT,HDFC Bank,New
HDFC Moneyback Credit Card,Rewards,1/6/16,User,None,"I have started using HDFC money back credit card, it says â€œFuel Surcharge Waiver capped at Rs. 250 every billing cycle (ST applicable)â€ is that means the fuel surcharges on cards pay will be get back for a minimum of Rs.250 fuel bill. and is this fuel purchase is eligible for reward points? for example im having a monthly petrol bill up to Rs.3000 then what will be the final surcharge and how many reward points i will get???",CARD EXPERT,HDFC Bank,New
HDFC Moneyback Credit Card,Rewards,1/6/16,Expert,None,"Fuel surcharge = 2.5% x(fuel purchase)
Maximum Fuel surcharge = 2.5% x(Rs.10,000) = Rs.250/bill
Minimum Fuel purchase at once = Rs.400
So, for your bill of Rs.3000/m, you fall within the limits. Hope it helps.",CARD EXPERT,HDFC Bank,New
HDFC Moneyback Credit Card,Rewards,1/6/16,User,None,I will be getting hdfc platinum money back credit card. But from customer care I got a call that they will be giving for medical health card and also they will charge Rs.2799 for card protection plan. I donâ€™t want to have above features.Is that compulsory to get it?,CARD EXPERT,HDFC Bank,New
HDFC Moneyback Credit Card,Rewards,1/6/16,Expert,None,Its not compulsory.,CARD EXPERT,HDFC Bank,New
HDFC Moneyback Credit Card,Rewards,1/7/16,User,None,I have switch my HDFC VISA Signature card to VISA MoneyBack card and I retained all the reward points as the conversion factor for points is 100%. The point value is really high in MoneyBack card if encashed. For 11K points if redeemed you get a INR2500 worth laptop backpack but when encashed each point is worth 40paise which converts to INR4400.,CARD EXPERT,HDFC Bank,New
HDFC Moneyback Credit Card,Rewards,1/7/16,Expert,None,"Thanks for redemption info, its added to main content. True, cashback is good option.
But Signature card (incase of regalia) has 75ps/point value which gives Rs.8250 for 11k points, against Rs.4400 on Moneyback. However, yes, it can be best used if you book air tickets. Iâ€™m waiting long time for them to add bill pay option, which will be helpful to use the reward points easily. Catalog redemption is useless as always.",CARD EXPERT,HDFC Bank,New
HDFC Moneyback Credit Card,Rewards,1/13/16,User,None,"I would like to know what is the annual fees for the money back HDFC Credit Card after the second or third year.
Please Reply.",CARD EXPERT,HDFC Bank,New
HDFC Moneyback Credit Card,Rewards,1/13/16,Expert,None,Renewal Fees: Rs.500,CARD EXPERT,HDFC Bank,New
HDFC Moneyback Credit Card,Rewards,1/16/16,User,None,"Hi Sid,
What is the difference between Money Back CC & Business Money Back CC ? Both are same or Different ?
In above reviews somewhere it shows Life time free CC & Somewhere shows renewal charges 500/- after 2nd year, what is mean by life time CC?
Can you please give me a clarity so that I can go ahead for Money Back CC.",CARD EXPERT,HDFC Bank,New
HDFC Moneyback Credit Card,Rewards,1/16/16,Expert,None,"1. Business Money Back CC is bit different and is also better. (issued only to self-employed)
2. It depends on what youâ€™re offered by the bank. Usually if you hold savings a/c with good standing HDFC gives lifetime free CC.",CARD EXPERT,HDFC Bank,New
HDFC Moneyback Credit Card,Rewards,1/31/16,User,None,"Hi,
While I am purchasing from online i preferred on COD delivery. On this I swipe my credit card on the United Bank Of India POS Swipe machine.
My doubt is whether any service charges for using my HDFC Moneyback CC in the UBI swipe machine.
Also Please explain Add-On HDFC Cards and its charges and how to apply.???
Thanks
Chenrichy",CARD EXPERT,HDFC Bank,New
HDFC Moneyback Credit Card,Rewards,2/3/16,User,None,"Hi Sid,
My titanium edge CC converted to Superior Money back credit card. Is this card OK. I have no saving a/c in HDFC bank. So this is not life time free.But Customer care says this card is life time free.What is the meaning of APR ?Itâ€™s showing 40% for this card.",CARD EXPERT,HDFC Bank,New
HDFC Moneyback Credit Card,Rewards,2/5/16,Expert,None,"If customer care says lifetime card, then not to worry. Bank has many ways to provide LTF cards. APR is related to interest placed on the balance brought forward to next month. Its very high in most cards.",CARD EXPERT,HDFC Bank,New
HDFC Moneyback Credit Card,Rewards,2/5/16,User,None,"Hi
Is there any app available on play store for using the credit card like other banks have there own app for credit card",CARD EXPERT,HDFC Bank,New
HDFC Moneyback Credit Card,Rewards,2/5/16,Expert,None,"No, there is no separate app, you can still view the card info from HDFC app itself.",CARD EXPERT,HDFC Bank,New
HDFC Moneyback Credit Card,Rewards,2/6/16,User,None,If your employer is listed company of HDFC then its free for lifetime. If not then it will be charged. 500 p.a,CARD EXPERT,HDFC Bank,New
HDFC Moneyback Credit Card,Rewards,2/6/16,User,None,I am using HDFC MoneyBack VISA Platinum Credit Card but want to change this to MoneyBack Master Cardâ€¦But is there any difference between both card. Pls someone revert.,CARD EXPERT,HDFC Bank,New
HDFC Moneyback Credit Card,Rewards,2/6/16,Expert,None,"Remon,
There is no difference. Visa is always better.",CARD EXPERT,HDFC Bank,New
HDFC Moneyback Credit Card,Rewards,2/6/16,User,None,"Hello Siddharth,
Itâ€™s been great watching all these replies from you. I am using Credit Card for the first time and its the HDFC money back that I opted for. I just wanted to know that when does the available balance reflect in your account? Is it after paying the lump sum outstanding amount or it gets reflected on the statement date. I know you might have got this but just wanna give an example here. Assume limit is 10k, you spent 7k and week after you pay 3k, so now new o/s amt is 4k. So when does new o/s amt starts reflecting?
Also the cust care donâ€™t answer our queries properly, i just wanted to convert the amount into EMI after purchasing a product through credit card. I had a call with cust care and they said that your card does not have any offer and you canâ€™t convert any into EMI. Could you please help me out understanding on this?
Thanks!",CARD EXPERT,HDFC Bank,New
HDFC Moneyback Credit Card,Rewards,2/7/16,Expert,None,"No charges for swiping anywhere.
3 Add on cards are free on most HDFC cards, check with bank to apply.",CARD EXPERT,HDFC Bank,New
HDFC Moneyback Credit Card,Rewards,2/7/16,Expert,None,"Ganraj,
New Outstanding reflects within 24 hrs if you pay via HDFC savings a/c. Else it might take 2-3 days if you pay via VISA billpay/NEFT. Yes, EMI offers keep changing from time to time, usually every month they change interest rates & eligibility of card to avail EMI.",CARD EXPERT,HDFC Bank,New
HDFC Moneyback Credit Card,Rewards,2/7/16,User,None,"Dear Siddharth,
I am using HDFC CC for the past four years. Initially, I got titanium card, then I upgraded as platinum plus and now recently I got upgraded to money back cardâ€¦ 
But I had nearly 20000 points in my platinum plus CC card, but the customer care executive said 70% (13000) points only transferred to money back card.. I accepted this and I got the money back card.. Is it right? Now I thought this is not a better option.. Kindly advise for the aboveâ€¦ Also tell me the features of money back card, except redemption part ie., (Rs. 40 per. 100 points)",CARD EXPERT,HDFC Bank,New
HDFC Moneyback Credit Card,Rewards,2/7/16,Expert,None,"This is a better choice because you can redeem 13k points for Rs.5200 as cash credit on your Account. Apart from that, you save 1.5% on Online spends(in points). Its a great money saver if you spend a lot online.",CARD EXPERT,HDFC Bank,New
HDFC Moneyback Credit Card,Rewards,2/7/16,User,None,"Siddharth,
Also kindly tell, which card will be better than money back cardâ€¦ I want better options for the next level.. Pls tell",CARD EXPERT,HDFC Bank,New
HDFC Moneyback Credit Card,Rewards,2/7/16,Expert,None,"Vasanth,
Infinia > Regalia > Allmiles > Moneyback
There are also other cards, but these are major ones. Hope it helps ðŸ™‚",CARD EXPERT,HDFC Bank,New
HDFC Moneyback Credit Card,Rewards,2/9/16,User,None,"Hi,
Am having a HDFC Platinum Edge Credit Card. Now I have an offer to upgrade to the HDFC VISA Platinum Moneyback Credit Card. Both are Lifetime free cards. Which is better? Should I upgrade to the Moneyback or continue with the Platinum Edge?",CARD EXPERT,HDFC Bank,New
HDFC Moneyback Credit Card,Rewards,2/9/16,Expert,None,Go for Moneyback.,CARD EXPERT,HDFC Bank,New
HDFC Moneyback Credit Card,Rewards,2/18/16,User,None,"Hey Sidhharth,
I wanted to know how to change the payment type in my Net Banking under CC section. When I had filled the form online for MoneyBack CC i had chosen autopay 100% a/c balance but now i see that it shows in the payment type as Minimum amount due. I want this to be changed into 100% payment due how and where shall i do it from in order to avoid further interest on the balnces carried forward. Please help as I am a beginner. Just got my CC last week. One more doubt regatding limits of CC, does the CC limit get renewed every new month as the payment due is made.
Thanks in advace for your info.",CARD EXPERT,HDFC Bank,New
HDFC Moneyback Credit Card,Rewards,2/18/16,Expert,None,"Rupa,
You can set auto debit to 100% through netbanking. Check Cards section and look for the option somewhere on left menus, Or, you can also call customer care to update it for you.
Reg. Credit limit, its updated every 6 months once. You can also request for limit enhancement by sending your income documents if you feel its less.",CARD EXPERT,HDFC Bank,New
HDFC Moneyback Credit Card,Rewards,2/18/16,User,None,"Hi,
Please let me know how I can view the redeem points for a particular card.",CARD EXPERT,HDFC Bank,New
HDFC Moneyback Credit Card,Rewards,2/20/16,Expert,None,Checkout Account summary section.,CARD EXPERT,HDFC Bank,New
AXIS PRIVILEGE,Travel," Apr 09, 2019",User,5,I have taken a  AXIS PRIVILEGE CREDIT CARD annual charges for this card is Rs. 1500 no fee wavier.The customer service and responviness is good. Documentation was very simple i uploaded through online i received the card within 7 working days. I am getting all benefits in this card like shopping travel airport lounge benefits.,BANK BAAZAR,Axis Bank,Old
HDFC Bank Titanium Times,Lifestyle," Apr 11, 2019",User,5,"I have been using HDFC TITANIUM TIMES CARD 1 year. Since i have an account with HDFC BANK  i got this card with more benefits. This is a zero annual card,credit limit is sufficient. Customer service and responsiveness is amazing.",BANK BAAZAR,HDFC Bank,New
AXIS VISTARA SIGNATURE,Travel," Apr 13, 2018",User,3,I hold a credit card with Axis Bank. The process was fine and the team was on time to reach out and I got the card without a delay as well. The credit limit is okay. The rate of interest and charges are on the higher side. Else the overall experience is good.,BANK BAAZAR,Axis Bank,Old
AXIS VISTARA SIGNATURE,Travel," Apr 13, 2018",User,4,"It took some time to get the vistara signature credit card with Axis Bank. I got the card in like two weeks. There are annual charges take for the card. The credit limit is good and the specialty is they have offers for the air ticket. I travel a lot and it is helpful. I got 3,000 points on joining and I also got One base fare waived economy ticket on joining.",BANK BAAZAR,Axis Bank,Old
YES FIRST PREFERRED,Rewards," Apr 17, 2019",User,5,"I applied for YES PROSPERITY REWARD PLUS CREDIT CARD recently, It is life time free credit card, the reason for choosing this card is for their offers , like they use to give good offers in petroleum , i am happy with the credit limit which they have given to me , the card dispatch very quick like after 5 days i received the card, the process of getting card was simple.",BANK BAAZAR,Yes Bank,Old
HDFC JET PRIVILEGE,Travel," Apr 19, 2017",User,5,The services are good from HDFC Bank for the credit card. The offers are always there and experience is good as the credit limit is to my expectations. The statements are clear and I am informed in advance if there are any charges taken. Overall no issues faced.,BANK BAAZAR,HDFC Bank,Old
AXIS MILES AND MORE,Travel," Apr 21, 2019",User,4,"The AXIS BANK MILES & MORE CREDIT CARD has been the premium card with the bank. The process in getting this card was so easy and the card was delivered to me on time. There are many good benefits in holding this card which i am yet to experience, there is also an annual charges of 3500.",BANK BAAZAR,Axis Bank,Old
AXIS VISTARA SIGNATURE,Travel," Apr 22, 2019",User,5,"After given my document within seven days I got my credit card , and this is chargeable 3k annual  card , and here rewards point offer and their customer service is good , I am satisfied with credit limit , I can not explain to much recently I got AXIS  bank credit card ,",BANK BAAZAR,Axis Bank,Old
SBI AIR INDIA SIGNATURE,Travel," Apr 24, 2018",User,4.5,"I have been using this card for the last eight months and so far no hassle during using it. I am satisfied with the services which are providing me till now, and also with the benefits . It is a very easy card to use. I use it mainly for booking the flight tickets.",BANK BAAZAR,SBI,Old
HDFC Bank Titanium Times,Lifestyle," Apr 24, 2019",User,5,"Hdfc bank is provided good credit limit 69K , And this is my first credit card , this is chargeable 500 rupees , cash back offer in this card , their allover service is good , after approval withing ten days I got this card, I am satisfied with HDFC bank credit card ,",BANK BAAZAR,HDFC Bank,New
AXIS VISTARA,Travel," Apr 26, 2019",User,5,"I am using the AXIS VISTARA CREDIT CARD for almost an year now, the services of them had been pretty good. There has been good benefits with this card for the purchases from e-commerce websites as well. I satisfied with the credit limit with the card and it does not have any annual charges.",BANK BAAZAR,Axis Bank,Old
ICICI RUBYX MASTERCARD,Lifestyle," Apr 28, 2015",User,4,I am holding a ICICI Credit card which is offered at zero percent processing fee. This card was issued based on my cibil score. The name of the card is rubyx this was issued against the expiry of ICICI and Amex credit card as this is the combination of both. Initlay I had some issues with the old card. However there was no issues with the new card.,BANK BAAZAR,ICICI,Old
HDFC DINERS CLUB BLACK,Lifestyle," Apr 30, 2019",User,3,"I have Hdfc  Bank Credit card ,The credit liit  was good ,The credit card received  on time .I am ,using this card for the past 2years ,it is good  to  use so far the service is good it is a diners card it is having discount for hotels and need to improve the service also that is the suggestion .",BANK BAAZAR,HDFC Bank,Old
Axis Bank Platinum Credit card,Rewards," Aug 01, 2018",User,5,The annual fee for the card is nil. I have purchased this credit card 6 months before. They have offered me a credit limit of Rs. 60000 and I'm very much excited about it. They are giving offers  like cashback offers on the store. They are giving the cashback offers. I have called the customer care service and the response was prompt and good.,BANK BAAZAR,Axis Bank,New
